,age,sex,height,kid_no,purchase
5451,40,1,177,2,0
5452,46,0,169,1,0
5453,47,0,166,1,0
5454,43,1,170,2,1
5455,46,1,153,2,1
5456,29,0,155,1,0
5457,53,1,164,2,1
5458,46,0,172,0,1
5459,51,1,146,1,1
5460,51,1,162,2,1
5461,28,0,158,2,0
5462,56,1,156,2,1
5463,37,1,150,1,0
5464,50,1,156,0,1
5465,21,1,184,1,0
5466,49,0,175,2,0
5467,36,1,162,1,0
5468,40,1,149,2,0
5469,28,1,149,2,1
5470,56,1,180,1,0
5471,49,0,161,1,0
5472,35,0,170,1,0
5473,33,1,174,2,1
5474,45,1,164,1,1
5475,57,1,145,1,1
5476,36,1,178,1,0
5477,31,1,169,0,0
5478,22,0,183,1,0
5479,53,1,170,2,1
5480,48,0,149,0,1
5481,46,0,147,1,0
5482,21,1,151,0,0
5483,46,0,166,2,0
5484,28,1,176,2,0
5485,39,1,184,2,0
5486,47,1,178,0,1
5487,55,0,156,0,1
5488,42,0,141,0,1
5489,45,1,177,0,1
5490,44,0,143,1,0
5491,40,0,182,1,0
5492,56,1,163,2,1
5493,44,1,175,2,1
5494,50,0,181,2,0
5495,32,0,165,1,0
5496,48,0,152,1,0
5497,24,1,169,0,0
5498,21,0,158,2,0
5499,25,0,147,1,0
5500,41,0,152,2,0
5501,44,0,172,2,0
5502,28,1,148,2,1
5503,50,0,167,2,0
5504,52,0,169,1,0
5505,41,0,156,1,0
5506,23,1,163,2,1
5507,40,0,170,1,0
5508,37,1,153,0,0
5509,37,1,148,0,0
5510,31,1,177,2,0
5511,38,1,156,0,0
5512,55,0,180,2,0
5513,41,0,170,0,1
5514,54,1,173,1,1
5515,53,0,175,1,0
5516,29,1,183,1,0
5517,47,1,156,1,1
5518,43,0,183,2,0
5519,56,1,183,2,0
5520,53,0,167,1,0
5521,31,0,174,1,0
5522,28,0,152,0,0
5523,49,0,149,0,1
5524,53,0,177,2,0
5525,34,0,151,0,0
5526,50,0,172,2,0
5527,51,0,142,0,1
5528,43,1,169,1,1
5529,41,0,178,1,0
5530,22,0,166,0,0
5531,46,1,156,2,1
5532,56,0,147,2,0
5533,29,0,181,1,0
5534,21,1,166,1,0
5535,23,1,149,2,1
5536,37,0,151,2,0
5537,21,1,143,2,1
5538,50,0,147,1,0
5539,54,0,175,0,1
5540,53,0,141,2,0
5541,30,0,168,0,0
5542,26,1,167,1,0
5543,25,0,159,2,0
5544,26,1,167,2,1
5545,58,0,148,0,1
5546,25,1,184,2,0
5547,50,1,153,2,1
5548,28,1,142,2,1
5549,37,0,170,2,1
5550,42,0,183,2,0
5551,23,0,166,0,0
5552,35,0,145,1,0
5553,58,1,179,1,0
5554,50,0,168,1,0
5555,26,1,165,1,0
5556,49,0,159,1,0
5557,42,0,143,0,1
5558,30,0,174,0,0
5559,48,0,177,0,1
5560,27,1,159,2,1
5561,47,0,153,0,1
5562,39,0,160,0,0
5563,22,1,169,0,0
5564,27,0,161,1,0
5565,32,1,172,1,0
5566,39,0,140,1,0
5567,50,1,143,1,1
5568,50,0,165,1,0
5569,47,0,156,2,0
5570,35,0,175,2,1
5571,43,1,143,2,1
5572,50,0,143,0,1
5573,39,0,148,1,0
5574,28,1,172,1,0
5575,33,0,182,0,0
5576,58,0,155,1,0
5577,58,0,157,0,1
5578,22,1,163,2,1
5579,24,0,175,2,1
5580,58,0,157,0,1
5581,25,1,167,0,0
5582,53,1,160,0,1
5583,44,0,166,0,1
5584,48,1,154,0,1
5585,41,1,170,0,1
5586,34,0,183,0,0
5587,24,0,162,0,0
5588,37,1,141,2,1
5589,35,0,169,0,0
5590,45,0,167,1,0
5591,56,1,177,1,0
5592,32,0,148,0,0
5593,58,1,169,2,1
5594,49,0,175,0,1
5595,50,1,182,0,1
5596,54,0,166,0,1
5597,39,0,182,1,0
5598,39,1,181,0,1
5599,51,0,156,0,1
5600,56,1,163,2,1
5601,31,0,155,1,0
5602,27,0,155,2,0
5603,25,1,179,1,0
5604,33,1,160,1,0
5605,54,1,183,2,0
5606,52,1,181,2,0
5607,52,1,184,1,0
5608,48,1,150,1,1
5609,32,0,151,1,0
5610,49,0,183,1,0
5611,30,1,154,0,0
5612,29,0,165,1,0
5613,39,1,151,1,0
5614,42,1,153,1,1
5615,43,0,144,1,0
5616,50,1,174,2,1
5617,33,1,142,1,0
5618,51,0,161,1,0
5619,36,0,184,2,1
5620,38,0,158,0,0
5621,21,1,167,1,0
5622,35,1,149,0,0
5623,52,1,161,0,1
5624,34,1,171,1,0
5625,29,1,159,1,0
5626,26,0,169,2,1
5627,23,0,161,1,0
5628,26,1,163,1,0
5629,35,0,178,0,0
5630,49,0,158,0,1
5631,41,1,153,2,1
5632,30,1,148,0,0
5633,33,1,142,0,0
5634,47,1,172,1,1
5635,46,1,144,2,1
5636,46,1,145,1,1
5637,24,0,179,2,1
5638,49,0,182,1,0
5639,48,1,155,2,1
5640,35,0,174,2,1
5641,47,1,150,0,1
5642,52,0,182,2,0
5643,34,1,142,2,1
5644,24,0,165,2,1
5645,45,1,174,2,1
5646,52,0,142,1,0
5647,32,1,151,1,0
5648,33,0,175,0,0
5649,25,1,183,0,1
5650,43,0,140,2,0
5651,57,0,180,1,0
5652,50,0,179,0,1
5653,48,0,144,2,0
5654,41,1,173,1,1
5655,39,0,149,1,0
5656,44,1,146,1,1
5657,43,0,166,0,1
5658,30,1,143,0,0
5659,50,1,174,2,1
5660,52,1,152,1,1
5661,41,0,172,1,0
5662,50,1,175,2,1
5663,26,1,175,1,0
5664,45,1,164,0,1
5665,25,1,158,0,0
5666,51,1,175,2,1
5667,47,0,181,2,0
5668,45,0,179,2,0
5669,53,0,178,2,0
5670,47,0,163,0,1
5671,36,0,168,2,1
5672,36,1,150,1,0
5673,35,0,178,0,0
5674,50,1,146,0,1
5675,54,1,143,1,1
5676,25,0,164,1,0
5677,28,0,151,1,0
5678,36,0,168,0,0
5679,58,1,169,0,1
5680,59,0,170,0,1
5681,48,1,152,1,1
5682,25,1,163,0,0
5683,20,0,178,1,0
5684,39,0,171,2,1
5685,43,1,141,2,1
5686,50,1,180,2,0
5687,58,1,169,2,1
5688,54,0,179,1,0
5689,37,1,182,1,0
5690,35,1,175,1,0
5691,30,0,181,2,1
5692,38,0,177,0,0
5693,47,0,169,2,0
5694,58,1,165,0,1
5695,34,1,177,1,0
5696,37,1,168,1,0
5697,23,0,166,2,1
5698,45,1,175,2,1
5699,44,0,178,0,1
5700,51,1,140,2,1
5701,43,1,166,1,1
5702,35,1,144,2,1
5703,41,1,170,2,1
5704,49,1,152,0,1
5705,42,0,150,1,0
5706,44,1,140,2,1
5707,23,1,159,2,1
5708,29,1,140,0,0
5709,58,1,172,2,1
5710,20,0,159,1,0
5711,35,1,178,1,0
5712,34,1,179,2,0
5713,25,0,163,2,1
5714,37,0,156,0,0
5715,23,1,166,1,0
5716,39,1,148,2,1
5717,38,0,168,0,0
5718,21,0,162,1,0
5719,27,0,179,2,1
5720,28,0,174,0,0
5721,51,1,155,2,1
5722,34,0,147,2,0
5723,34,1,141,2,1
5724,40,1,168,1,0
5725,38,0,142,2,0
5726,55,1,148,0,1
5727,59,1,167,1,1
5728,51,1,159,2,1
5729,21,0,176,0,0
5730,46,1,158,1,1
5731,44,0,178,0,1
5732,58,1,175,0,1
5733,51,1,182,1,0
5734,31,0,147,2,0
5735,55,1,176,1,0
5736,31,1,171,1,0
5737,49,1,144,1,1
5738,56,1,145,2,1
5739,30,0,147,2,0
5740,46,1,163,0,1
5741,31,0,168,0,0
5742,27,0,142,0,0
5743,52,1,144,1,1
5744,47,1,144,0,1
5745,27,1,166,0,0
5746,40,1,153,1,0
5747,37,1,166,1,0
5748,30,1,184,1,0
5749,48,1,141,2,1
5750,26,0,162,1,0
5751,48,1,148,0,1
5752,36,0,145,2,0
5753,24,0,144,0,0
5754,25,1,152,2,1
5755,44,1,158,1,1
5756,52,0,173,2,0
5757,32,1,142,0,0
5758,21,1,169,0,0
5759,32,0,165,1,0
5760,45,0,174,2,0
5761,20,0,161,0,0
5762,25,0,148,2,0
5763,32,0,157,1,0
5764,50,1,166,0,1
5765,37,0,176,0,0
5766,48,0,183,1,0
5767,48,1,169,0,1
5768,31,1,151,2,1
5769,49,0,172,0,1
5770,21,1,163,0,0
5771,20,1,159,2,1
5772,47,1,140,1,1
5773,35,0,161,0,0
5774,36,1,168,2,1
5775,46,0,173,1,0
5776,33,1,183,0,1
5777,45,1,158,0,1
5778,43,0,140,0,1
5779,27,1,178,1,0
5780,39,0,158,1,0
5781,58,1,166,1,1
5782,21,1,153,2,1
5783,24,1,143,0,0
5784,35,1,141,2,1
5785,41,0,179,2,0
5786,39,1,163,1,0
5787,48,0,184,1,0
5788,53,0,171,2,0
5789,30,0,147,0,0
5790,44,1,170,0,1
5791,45,1,168,1,1
5792,27,0,148,0,0
5793,40,0,166,2,0
5794,55,0,145,2,0
5795,43,1,145,0,1
5796,34,1,175,2,1
5797,35,0,166,1,0
5798,24,0,177,1,0
5799,56,1,156,0,1
5800,50,0,175,1,0
5801,52,1,180,0,1
5802,59,0,152,1,0
5803,41,0,168,0,1
5804,21,1,145,0,0
5805,43,1,142,2,1
5806,20,1,160,0,0
5807,34,0,154,0,0
5808,47,0,157,1,0
5809,33,1,166,2,1
5810,57,0,144,0,1
5811,54,1,148,1,1
5812,32,1,148,0,0
5813,22,1,159,2,1
5814,53,0,155,0,1
5815,34,1,159,1,0
5816,37,0,158,2,0
5817,27,1,165,2,1
5818,47,1,177,2,0
5819,43,0,154,0,1
5820,55,1,164,2,1
5821,21,1,145,2,1
5822,27,0,149,0,0
5823,31,0,167,1,0
5824,59,0,166,1,0
5825,30,0,155,1,0
5826,28,0,175,2,1
5827,34,0,153,0,0
5828,49,1,150,0,1
5829,51,0,151,2,0
5830,46,0,175,2,0
5831,36,1,154,0,0
5832,51,0,140,2,0
5833,46,0,149,0,1
5834,57,1,141,2,1
5835,25,1,144,1,0
5836,33,0,165,0,0
5837,29,0,167,0,0
5838,41,0,176,0,1
5839,22,0,159,0,0
5840,52,1,153,0,1
5841,24,1,164,2,1
5842,26,1,160,0,0
5843,21,1,140,2,1
5844,59,0,172,0,1
5845,32,1,180,2,0
5846,42,1,170,2,1
5847,32,0,174,1,0
5848,36,0,177,1,0
5849,23,1,176,0,1
5850,42,0,181,1,0
5851,44,1,176,0,1
5852,25,1,174,0,0
5853,40,1,156,2,0
5854,30,0,176,1,0
5855,45,0,145,2,0
5856,46,0,165,1,0
5857,45,1,141,1,1
5858,50,0,162,2,0
5859,45,0,163,0,1
5860,25,0,152,1,0
5861,47,1,148,0,1
5862,20,1,176,0,1
5863,53,0,162,1,0
5864,22,1,182,2,0
5865,29,1,168,1,0
5866,34,0,146,1,0
5867,59,1,154,0,1
5868,43,1,168,0,1
5869,25,1,153,1,0
5870,54,0,174,0,1
5871,51,1,146,2,1
5872,22,1,170,2,1
5873,56,0,150,1,0
5874,34,0,140,1,0
5875,47,0,147,2,0
5876,47,1,142,2,1
5877,20,0,166,0,0
5878,41,0,156,1,0
5879,57,0,177,1,0
5880,37,0,142,1,0
5881,28,1,171,1,0
5882,28,0,143,1,0
5883,33,1,177,2,0
5884,40,1,141,2,0
5885,41,1,177,1,0
5886,43,1,153,1,1
5887,21,0,145,2,0
5888,58,0,158,1,0
5889,31,1,173,0,0
5890,44,0,163,2,0
5891,49,1,174,1,1
5892,51,0,182,1,0
5893,41,0,141,1,0
5894,48,1,170,0,1
5895,32,1,160,2,1
5896,48,1,164,0,1
5897,21,0,155,0,0
5898,51,1,140,1,1
5899,30,0,159,1,0
5900,48,0,144,2,0
5901,57,0,148,2,0
5902,41,1,142,2,1
5903,31,0,167,1,0
5904,24,0,141,1,0
5905,58,1,175,1,1
5906,34,0,168,2,1
5907,55,1,184,0,1
5908,59,1,179,1,0
5909,51,1,156,2,1
5910,28,0,179,0,0
5911,42,1,182,0,1
5912,59,1,145,0,1
5913,54,1,141,2,1
5914,55,0,182,2,0
5915,56,1,169,1,1
5916,51,1,155,2,1
5917,56,0,169,2,0
5918,38,0,166,0,0
5919,33,0,174,0,0
5920,31,0,161,0,0
5921,41,0,160,1,0
5922,20,0,166,1,0
5923,37,1,177,2,0
5924,37,0,164,0,0
5925,53,0,169,0,1
5926,55,0,170,0,1
5927,55,1,156,0,1
5928,54,0,152,0,1
5929,47,0,183,0,1
5930,55,1,151,2,1
5931,52,1,158,2,1
5932,44,1,178,2,0
5933,29,0,174,0,0
5934,47,0,159,0,1
5935,46,1,149,0,1
5936,33,1,172,0,0
5937,56,0,152,0,1
5938,44,0,183,2,0
5939,48,0,158,0,1
5940,55,1,143,0,1
5941,51,1,183,2,0
5942,52,1,144,2,1
5943,46,0,151,0,1
5944,28,1,144,0,0
5945,37,0,163,0,0
5946,42,1,165,0,1
5947,49,1,166,1,1
5948,20,1,141,0,0
5949,26,1,146,1,0
5950,35,0,161,0,0
5951,41,0,160,1,0
5952,38,1,170,0,0
5953,23,1,175,2,1
5954,43,0,170,1,0
5955,31,1,148,2,1
5956,20,1,151,1,0
5957,56,1,176,0,1
5958,44,1,142,2,1
5959,24,0,183,1,0
5960,54,0,155,0,1
5961,22,1,149,1,0
5962,28,0,148,1,0
5963,55,1,143,1,1
5964,24,0,160,0,0
5965,23,0,165,0,0
5966,56,1,140,2,1
5967,22,0,149,0,0
5968,32,0,144,2,0
5969,45,1,146,1,1
5970,44,1,150,2,1
5971,53,0,150,0,1
5972,55,0,172,0,1
5973,55,0,179,1,0
5974,29,1,143,1,0
5975,24,1,161,1,0
5976,31,0,159,1,0
5977,46,1,153,1,1
5978,29,0,161,0,0
5979,45,0,148,2,0
5980,29,1,150,1,0
5981,48,1,182,2,0
5982,45,1,169,0,1
5983,24,0,169,2,1
5984,50,1,179,2,0
5985,53,1,142,2,1
5986,49,0,140,0,1
5987,49,0,152,0,1
5988,40,1,152,2,0
5989,36,0,150,2,0
5990,51,1,156,1,1
5991,58,1,178,2,0
5992,21,1,165,1,0
5993,21,0,167,1,0
5994,50,1,169,1,1
5995,57,1,141,1,1
5996,21,0,145,1,0
5997,25,0,168,1,0
5998,34,0,158,0,0
5999,29,1,168,1,0
6000,41,1,142,0,1
6001,23,0,153,2,0
6002,50,0,158,1,0
6003,43,0,143,0,1
6004,37,0,152,1,0
6005,30,0,161,1,0
6006,26,1,149,2,1
6007,26,0,169,1,0
6008,41,0,163,1,0
6009,55,1,173,1,1
6010,47,0,148,2,0
6011,36,1,147,2,1
6012,58,1,169,1,1
6013,56,1,149,1,1
6014,27,0,171,2,1
6015,34,0,167,1,0
6016,57,1,176,1,0
6017,24,1,151,1,0
6018,51,0,146,2,0
6019,28,0,169,0,0
6020,55,0,149,2,0
6021,27,0,154,1,0
6022,43,1,170,0,1
6023,23,0,165,0,0
6024,37,0,144,0,0
6025,47,0,165,2,0
6026,56,0,157,1,0
6027,56,0,159,1,0
6028,37,0,183,1,0
6029,53,0,156,2,0
6030,39,1,172,0,0
6031,51,0,163,0,1
6032,42,0,173,0,1
6033,23,1,180,2,0
6034,20,1,163,1,0
6035,52,0,158,0,1
6036,25,0,173,0,0
6037,27,1,176,1,0
6038,25,0,157,1,0
6039,35,0,144,1,0
6040,44,1,165,0,1
6041,31,0,160,1,0
6042,20,0,178,1,0
6043,53,1,179,1,0
6044,54,1,148,2,1
6045,52,1,175,2,1
6046,22,1,153,0,0
6047,51,1,178,1,0
6048,36,0,163,2,1
6049,26,1,166,1,0
6050,30,1,148,0,0
6051,42,1,159,1,1
6052,34,1,172,0,0
6053,55,1,144,0,1
6054,23,0,173,2,1
6055,58,0,163,2,0
6056,42,1,179,0,1
6057,57,1,160,2,1
6058,36,1,156,2,1
6059,53,1,180,1,0
6060,40,1,171,0,0
6061,59,0,155,1,0
6062,54,1,175,0,1
6063,52,0,144,1,0
6064,53,0,154,2,0
6065,51,0,144,0,1
6066,41,0,172,1,0
6067,20,0,143,0,0
6068,42,1,179,2,0
6069,37,1,147,0,0
6070,20,0,164,1,0
6071,57,0,173,2,0
6072,28,0,181,0,0
6073,53,0,151,2,0
6074,41,1,158,2,1
6075,57,1,146,2,1
6076,52,0,144,1,0
6077,36,0,163,0,0
6078,37,1,163,0,0
6079,46,1,168,2,1
6080,25,0,146,0,0
6081,42,0,158,1,0
6082,24,1,142,2,1
6083,29,1,142,2,1
6084,41,1,176,1,0
6085,41,1,181,2,0
6086,45,0,176,1,0
6087,35,0,171,2,1
6088,53,0,140,1,0
6089,44,1,168,0,1
6090,25,0,182,2,1
6091,26,1,149,1,0
6092,33,1,159,2,1
6093,47,0,149,1,0
6094,32,0,155,0,0
6095,22,0,179,0,0
6096,40,0,148,1,0
6097,20,1,177,1,0
6098,39,0,179,2,1
6099,55,1,176,2,0
6100,42,0,144,0,1
6101,39,1,152,2,1
6102,21,1,170,2,1
6103,50,1,184,2,0
6104,55,1,141,2,1
6105,32,0,148,2,0
6106,45,0,182,2,0
6107,37,1,167,0,0
6108,36,1,167,1,0
6109,35,0,172,0,0
6110,45,0,163,1,0
6111,35,1,180,1,0
6112,47,1,177,2,0
6113,30,0,155,0,0
6114,28,0,154,2,0
6115,44,0,158,1,0
6116,40,0,157,1,0
6117,35,1,172,2,1
6118,50,0,175,0,1
6119,45,0,170,1,0
6120,56,1,165,2,1
6121,29,0,151,2,0
6122,51,0,147,1,0
6123,55,0,141,2,0
6124,29,0,177,2,1
6125,29,0,158,0,0
6126,36,1,176,1,0
6127,59,1,178,0,1
6128,33,0,167,1,0
6129,53,0,172,1,0
6130,53,0,167,1,0
6131,39,0,167,1,0
6132,32,0,178,1,0
6133,29,1,159,2,1
6134,36,0,144,0,0
6135,55,0,184,0,1
6136,25,1,180,1,0
6137,57,1,152,1,1
6138,53,1,179,0,1
6139,55,0,180,0,1
6140,25,0,175,0,0
6141,46,1,143,0,1
6142,49,0,144,2,0
6143,52,0,184,2,0
6144,32,0,179,2,1
6145,55,0,166,2,0
6146,24,1,143,0,0
6147,25,1,163,1,0
6148,45,1,175,1,1
6149,45,1,159,1,1
6150,23,0,170,1,0
6151,47,0,146,2,0
6152,45,0,183,1,0
6153,38,0,172,2,1
6154,30,0,171,0,0
6155,46,1,140,0,1
6156,40,1,177,1,0
6157,52,1,145,1,1
6158,32,0,150,1,0
6159,37,0,157,1,0
6160,49,1,181,0,1
6161,29,1,142,0,0
6162,25,0,140,0,0
6163,22,0,142,1,0
6164,21,1,164,2,1
6165,55,1,184,2,0
6166,39,1,164,0,0
6167,59,1,181,1,0
6168,40,1,182,0,0
6169,57,1,166,0,1
6170,31,0,172,2,1
6171,38,1,164,1,0
6172,54,1,157,1,1
6173,45,1,158,2,1
6174,38,0,155,1,0
6175,29,1,143,1,0
6176,47,0,145,0,1
6177,43,0,150,1,0
6178,21,1,175,0,0
6179,39,0,173,1,0
6180,26,1,142,0,0
6181,48,0,172,0,1
6182,48,0,165,1,0
6183,49,1,164,0,1
6184,51,1,144,0,1
6185,36,0,145,0,0
6186,57,1,141,0,1
6187,59,1,169,1,1
6188,56,1,167,1,1
6189,51,0,149,2,0
6190,21,0,173,2,1
6191,44,1,156,1,1
6192,54,0,158,1,0
6193,56,0,163,1,0
6194,31,0,157,0,0
6195,47,0,156,0,1
6196,51,1,177,2,0
6197,20,1,140,0,0
6198,23,1,153,0,0
6199,22,0,166,1,0
6200,22,0,150,1,0
6201,37,0,182,0,0
6202,32,1,169,0,0
6203,59,0,165,0,1
6204,43,1,141,0,1
6205,26,1,179,0,1
6206,42,0,146,2,0
6207,34,0,169,1,0
6208,20,1,167,0,0
6209,40,1,177,1,0
6210,56,0,140,0,1
6211,52,1,165,0,1
6212,56,1,168,0,1
6213,38,1,163,2,1
6214,55,0,142,1,0
6215,45,1,142,0,1
6216,50,0,155,0,1
6217,51,0,167,1,0
6218,35,0,146,2,0
6219,44,1,173,1,1
6220,42,1,149,2,1
6221,22,1,181,1,0
6222,43,0,140,0,1
6223,53,1,167,1,1
6224,28,0,169,2,1
6225,35,1,153,2,1
6226,39,0,157,0,0
6227,34,0,166,0,0
6228,58,1,140,2,1
6229,57,1,142,2,1
6230,55,0,184,0,1
6231,31,1,168,2,1
6232,58,0,140,0,1
6233,48,1,147,2,1
6234,55,1,160,1,1
6235,51,1,140,0,1
6236,37,1,161,2,1
6237,34,0,184,0,0
6238,55,0,174,1,0
6239,57,0,170,1,0
6240,51,1,166,2,1
6241,54,1,159,0,1
6242,51,0,177,2,0
6243,39,0,180,1,0
6244,39,1,157,2,1
6245,57,0,184,0,1
6246,43,0,144,2,0
6247,32,1,156,2,1
6248,36,0,158,1,0
6249,53,0,154,0,1
6250,50,1,159,1,1
6251,47,1,153,0,1
6252,58,1,148,2,1
6253,23,0,179,0,0
6254,42,0,150,1,0
6255,21,0,177,0,0
6256,34,1,163,1,0
6257,47,1,163,2,1
6258,20,1,141,0,0
6259,29,1,162,2,1
6260,55,1,168,2,1
6261,34,1,169,2,1
6262,52,0,149,2,0
6263,46,0,156,2,0
6264,32,1,154,0,0
6265,34,1,167,0,0
6266,39,1,152,2,1
6267,49,0,142,0,1
6268,37,0,156,1,0
6269,26,1,181,2,0
6270,53,0,180,1,0
6271,33,0,179,1,0
6272,42,0,141,0,1
6273,20,0,181,1,0
6274,42,0,166,1,0
6275,34,1,183,2,0
6276,56,1,183,2,0
6277,25,0,164,0,0
6278,30,0,169,0,0
6279,23,0,157,1,0
6280,24,0,184,2,1
6281,50,1,176,2,0
6282,25,0,179,2,1
6283,31,1,177,0,1
6284,33,1,159,2,1
6285,32,1,181,0,1
6286,27,1,154,1,0
6287,25,0,178,2,1
6288,30,1,149,2,1
6289,50,0,164,2,0
6290,23,0,151,0,0
6291,54,1,156,1,1
6292,21,1,161,2,1
6293,36,0,183,1,0
6294,59,1,153,0,1
6295,37,1,162,2,1
6296,27,1,164,0,0
6297,38,1,151,0,0
6298,41,0,159,0,1
6299,42,1,169,0,1
6300,50,1,168,1,1
6301,24,0,164,1,0
6302,51,0,174,2,0
6303,23,0,150,2,0
6304,29,1,170,2,1
6305,29,1,183,1,0
6306,54,1,143,0,1
6307,58,0,181,0,1
6308,50,0,149,1,0
6309,32,0,178,1,0
6310,28,1,167,0,0
6311,44,1,144,0,1
6312,56,1,141,0,1
6313,29,0,170,1,0
6314,26,1,167,1,0
6315,28,1,163,1,0
6316,37,1,165,0,0
6317,29,1,158,0,0
6318,21,0,166,0,0
6319,56,1,160,2,1
6320,20,0,145,2,0
6321,34,1,152,2,1
6322,47,0,184,1,0
6323,46,0,155,1,0
6324,54,0,154,0,1
6325,25,1,170,1,0
6326,27,1,148,0,0
6327,38,1,173,2,1
6328,35,1,166,0,0
6329,49,0,152,0,1
6330,58,1,142,1,1
6331,36,0,159,1,0
6332,23,1,144,2,1
6333,25,0,154,1,0
6334,57,1,175,2,1
6335,46,1,147,2,1
6336,54,1,153,1,1
6337,53,0,140,0,1
6338,44,0,179,2,0
6339,54,0,147,1,0
6340,30,1,175,1,0
6341,22,0,142,1,0
6342,21,0,179,2,1
6343,20,0,150,1,0
6344,31,0,162,0,0
6345,27,1,169,2,1
6346,55,1,148,2,1
6347,37,1,175,2,1
6348,28,1,140,1,0
6349,57,1,171,2,1
6350,52,0,146,0,1
6351,21,1,177,1,0
6352,24,1,156,0,0
6353,37,1,149,1,0
6354,48,0,170,1,0
6355,51,1,161,1,1
6356,37,0,168,0,0
6357,56,1,173,0,1
6358,20,1,147,0,0
6359,39,1,154,1,0
6360,45,1,155,1,1
6361,49,1,166,1,1
6362,27,1,151,0,0
6363,46,0,154,1,0
6364,26,0,181,0,0
6365,51,0,156,1,0
6366,23,0,182,0,0
6367,24,1,164,2,1
6368,21,0,142,2,0
6369,32,0,171,0,0
6370,28,1,144,0,0
6371,53,1,183,0,1
6372,53,0,149,1,0
6373,49,1,165,2,1
6374,49,1,173,2,1
6375,42,1,167,0,1
6376,45,0,150,1,0
6377,49,1,179,0,1
6378,23,1,170,2,1
6379,47,1,166,0,1
6380,33,1,172,2,1
6381,46,1,157,1,1
6382,44,0,169,2,0
6383,54,0,184,1,0
6384,45,0,169,0,1
6385,57,0,178,2,0
6386,51,1,180,2,0
6387,35,0,145,2,0
6388,42,0,173,0,1
6389,53,1,172,0,1
6390,31,0,150,1,0
6391,58,0,181,2,0
6392,58,1,182,2,0
6393,37,0,154,1,0
6394,48,0,167,0,1
6395,40,1,151,2,0
6396,56,1,147,1,1
6397,28,0,152,2,0
6398,25,1,172,0,0
6399,50,0,151,0,1
6400,22,0,166,1,0
6401,40,0,145,0,0
6402,44,0,182,1,0
6403,33,0,148,0,0
6404,39,0,161,1,0
6405,53,1,146,1,1
6406,58,0,164,2,0
6407,48,0,180,2,0
6408,36,1,177,1,0
6409,39,0,169,0,0
6410,56,1,153,1,1
6411,35,0,175,2,1
6412,57,1,145,1,1
6413,58,1,153,2,1
6414,30,1,177,0,1
6415,39,0,170,0,0
6416,29,1,172,1,0
6417,33,1,142,1,0
6418,29,1,153,1,0
6419,49,0,170,2,0
6420,21,1,140,1,0
6421,39,1,149,2,1
6422,52,0,158,2,0
6423,54,1,156,2,1
6424,50,1,183,1,0
6425,56,1,181,1,0
6426,46,1,155,1,1
6427,20,1,161,0,0
6428,37,0,161,0,0
6429,51,1,183,0,1
6430,43,0,167,1,0
6431,52,1,165,1,1
6432,37,1,144,0,0
6433,27,1,164,1,0
6434,27,1,148,1,0
6435,36,1,163,0,0
6436,50,1,167,1,1
6437,50,1,180,0,1
6438,54,1,177,0,1
6439,45,0,168,2,0
6440,38,0,182,2,1
6441,29,0,170,1,0
6442,38,1,173,2,1
6443,40,0,153,0,0
6444,32,1,180,0,1
6445,35,1,162,1,0
6446,41,1,157,1,1
6447,58,1,182,0,1
6448,41,0,143,1,0
6449,31,0,179,0,0
6450,25,0,160,2,0
6451,41,1,142,0,1
6452,42,1,171,1,1
6453,46,0,155,0,1
6454,37,0,149,2,0
6455,28,0,158,1,0
6456,37,1,176,0,1
6457,41,0,163,0,1
6458,22,0,157,1,0
6459,49,1,159,2,1
6460,45,1,143,1,1
6461,39,0,177,0,0
6462,52,1,149,0,1
6463,32,0,143,1,0
6464,58,1,146,2,1
6465,37,1,156,0,0
6466,49,1,180,1,0
6467,24,0,183,1,0
6468,42,0,163,1,0
6469,34,1,170,1,0
6470,56,0,176,2,0
6471,36,0,166,1,0
6472,35,0,165,0,0
6473,51,1,175,2,1
6474,37,0,184,0,0
6475,20,1,173,1,0
6476,35,0,172,1,0
6477,22,0,144,2,0
6478,49,1,173,0,1
6479,59,0,154,0,1
6480,54,1,164,2,1
6481,33,1,147,1,0
6482,50,1,176,0,1
6483,23,1,141,1,0
6484,53,1,175,2,1
6485,55,0,156,0,1
6486,39,0,174,1,0
6487,24,1,146,1,0
6488,31,1,148,2,1
6489,57,1,170,1,1
6490,34,1,149,0,0
6491,32,0,149,2,0
6492,58,0,154,0,1
6493,48,1,146,0,1
6494,40,1,150,2,0
6495,52,0,151,1,0
6496,26,1,174,1,0
6497,34,0,184,2,1
6498,57,1,145,2,1
6499,22,0,164,1,0
6500,29,1,162,0,0
6501,47,0,166,0,1
6502,49,0,140,0,1
6503,54,0,175,2,0
6504,25,1,183,1,0
6505,44,1,142,2,1
6506,30,1,141,2,1
6507,32,1,147,1,0
6508,24,1,158,2,1
6509,53,1,184,1,0
6510,56,0,177,2,0
6511,56,0,156,0,1
6512,49,1,164,1,1
6513,58,0,160,1,0
6514,30,0,176,1,0
6515,55,0,141,1,0
6516,54,0,150,2,0
6517,32,1,145,2,1
6518,41,0,169,2,0
6519,26,0,154,0,0
6520,51,0,157,2,0
6521,32,1,170,1,0
6522,22,1,155,2,1
6523,43,1,159,0,1
6524,44,0,180,1,0
6525,30,1,164,2,1
